address,apn,building_type,stories_total,stories_above,stories_below,units,occupancy_type
2900 OCEAN PARK BLVD,4272029008,Steel Moment Frame,2,,,0,
3420 OCEAN PARK BLVD,4272029015,Steel Moment Frame,3,,,0,
3250 OCEAN PARK BLVD ,4272029017,Concrete Tilt-Up,,,,,
3100 OCEAN PARK BLVD,4272029019,Steel Moment Frame,3,,,0,
3000 OCEAN PARK BLVD,4272029020,Steel Moment Frame,3,,,0,
3000 OCEAN PARK BLVD,4272029020,Non-Ductile Concrete,4,,,0,Parking Garage
2901 28TH ST,4272029023,Steel Moment Frame,3,,,0,
3340 OCEAN PARK BLVD,4272029027,Steel Moment Frame,3,,,0,
2950 31ST ST,4272031001,Steel Moment Frame,3,,,0,
2951 DONALD DOUGLAS LOOP NORTH,4272031002,Steel Moment Frame,3,,,0,
2800 28TH ST,4272031005,Steel Moment Frame,3,,,0,
2450 ASHLAND AVE,4272031908,Soft Story,1,0,0,0,
2116 20TH ST,4273002003,Soft Story,2,2,0,6,
2134 20TH ST,4273002006,Soft Story,2,2,0,7,
2140 20TH ST,4273002007,Soft Story,2,2,0,3,
2228 20TH ST,4273002012,Soft Story,2,2,0,6,
2242 20TH ST,4273002015,Soft Story,2,2,0,6,
1831 PEARL ST,4273002020,Soft Story,2,2,0,5,
1827 PEARL ST (1825-1827 PEARL ST),4273002900,Soft Story,2,2,0,4,
2028 PICO BLVD (2028-2030 PICO BLVD),4273003006,Soft Story,2,2,0,0,
2115 20TH ST,4273003007,Soft Story,2,2,0,4,
2121 20TH ST,4273003008,Soft Story,2,2,0,4,
2137 20TH ST,4273003011,Soft Story,2,2,0,6,
2201 20TH ST,4273003012,Soft Story,2,2,0,4,
2215 20TH ST,4273003015,Soft Story,2,2,0,5,
2221 20TH ST,4273003016,Soft Story,2,2,0,6,
2225 20TH ST,4273003047,Soft Story,2,2,0,6,
2225 20TH ST,4273003048,Soft Story,2,2,0,6,
2225 20TH ST,4273003049,Soft Story,2,2,0,6,
2225 20TH ST,4273003050,Soft Story,2,2,0,6,
2225 20TH ST,4273003051,Soft Story,2,2,0,6,
2225 20TH ST,4273003052,Soft Story,2,2,0,6,
2247 20TH ST,4273003055,Soft Story,3,2,1,6,
2247 20TH ST,4273003056,Soft Story,3,2,1,6,
2247 20TH ST,4273003057,Soft Story,3,2,1,6,
2247 20TH ST,4273003058,Soft Story,3,2,1,6,
2247 20TH ST,4273003059,Soft Story,3,2,1,6,
2247 20TH ST,4273003060,Soft Story,3,2,1,6,
2249 20TH ST,4273003061,Soft Story,3,2,1,6,
2249 20TH ST,4273003062,Soft Story,3,2,1,6,
2249 20TH ST,4273003063,Soft Story,3,2,1,6,
2249 20TH ST,4273003064,Soft Story,3,2,1,6,
2249 20TH ST,4273003065,Soft Story,3,2,1,6,
2249 20TH ST,4273003066,Soft Story,3,2,1,6,
2231 20TH ST,4273003068,Soft Story,2,2,0,6,
2231 20TH ST,4273003069,Soft Story,2,2,0,6,
2231 20TH ST,4273003070,Soft Story,2,2,0,6,
2231 20TH ST,4273003071,Soft Story,2,2,0,6,
2231 20TH ST,4273003072,Soft Story,2,2,0,6,
2231 20TH ST,4273003073,Soft Story,2,2,0,6,
2206 CLOVERFIELD BLVD,4273006029,Soft Story,2,2,0,4,
2210 24TH ST,4273007002,Soft Story,2,2,0,4,
2207 CLOVERFIELD BLVD,4273007024,Soft Story,2,2,0,3,
2621 CLOVERFIELD BLVD (2621-2627 CLOVERFIELD BLVD),4273011020,Soft Story,2,2,0,4,
2626 CLOVERFIELD BLVD,4273012016,Soft Story,2,2,0,10,
2121 OCEAN PARK BLVD,4273016012,Soft Story,3,3,0,6,
2125 OCEAN PARK BLVD (2125 OCEAN PARK BLVD/2610 22ND ST),4273016013,Soft Story,2,2,0,3,
2008 PEARL ST,4273018002,Soft Story,2,2,0,2,
2331 20TH ST,4273018008,Soft Story,2,2,0,6,
2401 20TH ST,4273018012,Soft Story,2,2,0,5,
2407 20TH ST (2405-2409 20TH ST),4273018013,Soft Story,2,2,0,4,
2411 20TH ST,4273018014,Soft Story,2,2,0,6,
2419 20TH ST,4273018015,Soft Story,2,2,0,0,
2431 20TH ST,4273019002,Soft Story,2,2,0,4,
2441 20TH ST,4273019004,Soft Story,2,2,0,5,
2451 20TH ST,4273019006,Soft Story,2,2,0,6,
2513 20TH ST,4273019009,Soft Story,2,2,0,5,
2517 20TH ST,4273019010,Soft Story,2,2,0,5,
2015 OCEAN PARK BLVD,4273019014,Soft Story,2,2,0,4,
2021 OCEAN PARK BLVD (2021-2023 OCEAN PARK BLVD),4273019015,Soft Story,2,2,0,4,
2522 21ST ST,4273019026,Soft Story,2,2,0,4,
1801 OCEAN PARK BLVD,4273020011,Soft Story,3,3,0,23,
2430 20TH ST,4273020013,Soft Story,2,2,0,5,
2450 20TH ST,4273020017,Soft Story,2,2,0,6,
2506 20TH ST,4273020019,Soft Story,2,2,0,2,
2446 20TH ST,4273020025,Soft Story,2,2,0,6,
2446 20TH ST,4273020026,Soft Story,2,2,0,6,
2446 20TH ST,4273020027,Soft Story,2,2,0,6,
2446 20TH ST,4273020028,Soft Story,2,2,0,6,
2446 20TH ST,4273020029,Soft Story,2,2,0,6,
2446 20TH ST,4273020030,Soft Story,2,2,0,6,
1826 PEARL ST,4273021010,Soft Story,2,2,0,3,
2328 20TH ST,4273021013,Soft Story,2,2,0,5,
2332 20TH ST,4273021014,Soft Story,2,2,0,6,
2336 20TH ST,4273021015,Soft Story,2,2,0,7,
2420 20TH ST,4273021022,Soft Story,2,2,0,5,
1723 OCEAN PARK BLVD,4273023029,Soft Story,3,3,0,10,
1717 OCEAN PARK BLVD,4273023030,Soft Story,3,3,0,10,
1711 OCEAN PARK BLVD,4273023031,Soft Story,2,2,0,0,
1919 CLOVERFIELD BLVD,4274001034,Soft Story,2,2,0,7,
1925 CLOVERFIELD BLVD,4274001036,Soft Story,2,2,0,7,
1957 FRANK ST (1951-1957 FRANK ST/2519 VIRGINIA AVE),4274003032,Soft Story,3,3,0,20,
2520 VIRGINIA AVE,4274004028,Soft Story,2,2,0,8,
2625 KANSAS AVE,4274004043,Soft Story,2,2,0,16,
2633 KANSAS AVE,4274004044,Soft Story,2,2,0,11,
2006 27TH ST,4274004056,Soft Story,3,2,1,24,
2519 KANSAS AVE,4274004061,Soft Story,3,2,1,10,
2519 KANSAS AVE,4274004062,Soft Story,3,2,1,10,
2519 KANSAS AVE,4274004063,Soft Story,3,2,1,10,
2519 KANSAS AVE,4274004064,Soft Story,3,2,1,10,
2519 KANSAS AVE,4274004065,Soft Story,3,2,1,10,
2519 KANSAS AVE,4274004066,Soft Story,3,2,1,10,
2519 KANSAS AVE,4274004067,Soft Story,3,2,1,10,
2519 KANSAS AVE,4274004068,Soft Story,3,2,1,10,
2519 KANSAS AVE,4274004069,Soft Story,3,2,1,10,
2519 KANSAS AVE,4274004070,Soft Story,3,2,1,10,
2041 CLOVERFIELD BLVD,4274005022,Soft Story,2,2,0,7,
2315 KANSAS AVE,4274005023,Soft Story,2,2,0,5,
2345 KANSAS AVE,4274005030,Soft Story,2,2,0,22,
2351 KANSAS AVE,4274005031,Soft Story,2,2,0,9,
2029 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005035,Soft Story,2,2,0,22,
2029 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005036,Soft Story,2,2,0,22,
2023 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005037,Soft Story,2,2,0,22,
2023 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005038,Soft Story,2,2,0,22,
2025 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005039,Soft Story,2,2,0,22,
2025 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005040,Soft Story,2,2,0,22,
2025 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005041,Soft Story,2,2,0,22,
2025 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005042,Soft Story,2,2,0,22,
2025 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005043,Soft Story,2,2,0,22,
2025 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005044,Soft Story,2,2,0,22,
2025 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005045,Soft Story,2,2,0,22,
2029 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005046,Soft Story,2,2,0,22,
2033 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005047,Soft Story,2,2,0,22,
2033 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005048,Soft Story,2,2,0,22,
2033 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005049,Soft Story,2,2,0,22,
2033 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005050,Soft Story,2,2,0,22,
2033 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005051,Soft Story,2,2,0,22,
2025 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005052,Soft Story,2,2,0,22,
2025 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005053,Soft Story,2,2,0,22,
2023 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005054,Soft Story,2,2,0,22,
2023 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005055,Soft Story,2,2,0,22,
2029 CLOVERFIELD BLVD (2023-2033 CLOVERFIELD BLVD),4274005056,Soft Story,2,2,0,22,
2428 KANSAS AVE,4274007010,Soft Story,2,2,0,7,
2434 KANSAS AVE,4274007011,Soft Story,2,2,0,7,
2512 KANSAS AVE,4274007014,Soft Story,2,2,0,7,
2546 KANSAS AVE,4274007018,Soft Story,2,2,0,13,
2116 STEWART ST,4274008043,Soft Story,2,2,0,3,
2624 KANSAS AVE (2624-2628 KANSAS AVE),4274008046,Soft Story,2,2,0,31,
2624 KANSAS AVE (2624-2628 KANSAS AVE),4274008047,Soft Story,2,2,0,31,
2624 KANSAS AVE (2624-2628 KANSAS AVE),4274008048,Soft Story,2,2,0,31,
2624 KANSAS AVE (2624-2628 KANSAS AVE),4274008049,Soft Story,2,2,0,31,
2624 KANSAS AVE (2624-2628 KANSAS AVE),4274008050,Soft Story,2,2,0,31,
2624 KANSAS AVE (2624-2628 KANSAS AVE),4274008051,Soft Story,2,2,0,31,
2624 KANSAS AVE (2624-2628 KANSAS AVE),4274008052,Soft Story,2,2,0,31,
2624 KANSAS AVE (2624-2628 KANSAS AVE),4274008053,Soft Story,2,2,0,31,
2624 KANSAS AVE (2624-2628 KANSAS AVE),4274008054,Soft Story,2,2,0,31,
2624 KANSAS AVE (2624-2628 KANSAS AVE),4274008055,Soft Story,2,2,0,31,
2624 KANSAS AVE (2624-2628 KANSAS AVE),4274008056,Soft Story,2,2,0,31,
2624 KANSAS AVE (2624-2628 KANSAS AVE),4274008057,Soft Story,2,2,0,31,
2624 KANSAS AVE (2624-2628 KANSAS AVE),4274008058,Soft Story,2,2,0,31,
2624 KANSAS AVE (2624-2628 KANSAS AVE),4274008059,Soft Story,2,2,0,31,
2626 KANSAS AVE (2624-2628 KANSAS AVE),4274008060,Soft Story,2,2,0,31,
2626 KANSAS AVE (2624-2628 KANSAS AVE),4274008061,Soft Story,2,2,0,31,
2626 KANSAS AVE (2624-2628 KANSAS AVE),4274008062,Soft Story,2,2,0,31,
2628 KANSAS AVE (2624-2628 KANSAS AVE),4274008063,Soft Story,2,2,0,31,
2628 KANSAS AVE (2624-2628 KANSAS AVE),4274008064,Soft Story,2,2,0,31,
2628 KANSAS AVE (2624-2628 KANSAS AVE),4274008065,Soft Story,2,2,0,31,
2628 KANSAS AVE (2624-2628 KANSAS AVE),4274008066,Soft Story,2,2,0,31,
2628 KANSAS AVE (2624-2628 KANSAS AVE),4274008067,Soft Story,2,2,0,31,
2628 KANSAS AVE (2624-2628 KANSAS AVE),4274008068,Soft Story,2,2,0,31,
2628 KANSAS AVE (2624-2628 KANSAS AVE),4274008069,Soft Story,2,2,0,31,
2628 KANSAS AVE (2624-2628 KANSAS AVE),4274008070,Soft Story,2,2,0,31,
2628 KANSAS AVE (2624-2628 KANSAS AVE),4274008071,Soft Story,2,2,0,31,
2628 KANSAS AVE (2624-2628 KANSAS AVE),4274008072,Soft Story,2,2,0,31,
2628 KANSAS AVE (2624-2628 KANSAS AVE),4274008073,Soft Story,2,2,0,31,
2628 KANSAS AVE (2624-2628 KANSAS AVE),4274008074,Soft Story,2,2,0,31,
2628 KANSAS AVE (2624-2628 KANSAS AVE),4274008075,Soft Story,2,2,0,31,
2628 KANSAS AVE (2624-2628 KANSAS AVE),4274008076,Soft Story,2,2,0,31,
2138 STEWART ST (2136-2138 STEWART ST),4274008078,Soft Story,2,2,0,5,
2138 STEWART ST (2136-2138 STEWART ST),4274008079,Soft Story,2,2,0,5,
2138 STEWART ST (2136-2138 STEWART ST),4274008080,Soft Story,2,2,0,5,
2138 STEWART ST (2136-2138 STEWART ST),4274008081,Soft Story,2,2,0,5,
2138 STEWART ST (2136-2138 STEWART ST),4274008082,Soft Story,2,2,0,5,
1847 21ST ST (2109 DELAWARE AVE),4274009020,Soft Story,2,2,0,5,
1837 20TH ST,4274010013,Soft Story,2,2,0,2,
1833 19TH ST,4274011014,Soft Story,2,2,0,5,
1837 19TH ST,4274011016,Soft Story,2,2,0,7,
1824 20TH ST,4274011032,Soft Story,2,2,0,7,
1824 20TH ST,4274011033,Soft Story,2,2,0,7,
1824 20TH ST,4274011034,Soft Story,2,2,0,7,
1824 20TH ST,4274011035,Soft Story,2,2,0,7,
1824 20TH ST,4274011036,Soft Story,2,2,0,7,
1824 20TH ST,4274011037,Soft Story,2,2,0,7,
1824 20TH ST,4274011038,Soft Story,2,2,0,7,
1824 19TH ST,4274012008,Soft Story,2,2,0,8,
1823 18TH ST,4274012009,Soft Story,2,2,0,3,
1838 19TH ST,4274012014,Soft Story,2,2,0,7,
1837 18TH ST,4274012015,Soft Story,2,2,0,7,
1842 19TH ST (1844 19TH ST),4274012016,Soft Story,2,2,0,5,
1802 18TH ST,4274013001,Soft Story,2,2,0,5,
1813 17TH ST,4274013006,Soft Story,2,2,0,6,
1844 18TH ST,4274013017,Soft Story,2,2,0,4,
1723 DELAWARE AVE (1723-1727 DELAWARE AVE),4274013019,Soft Story,2,2,0,5,
1928 18TH ST,4274014007,Soft Story,2,2,0,5,
1943 17TH ST,4274015001,Soft Story,2,2,0,7,
1958 18TH ST,4274015012,Soft Story,2,2,0,6,
1904 19TH ST,4274016001,Soft Story,2,2,0,4,
1802 DELAWARE AVE,4274016002,Soft Story,2,2,0,5,
1908 19TH ST,4274016003,Soft Story,2,2,0,6,
1912 19TH ST,4274016005,Soft Story,2,2,0,3,
1918 19TH ST,4274016007,Soft Story,2,2,0,4,
1944 19TH ST,4274016018,Soft Story,2,2,0,4,
1967 18TH ST,4274017008,Soft Story,2,2,0,7,
2009 19TH ST,4274019010,Soft Story,2,2,0,7,
2016 20TH ST,4274019011,Soft Story,2,2,0,3,
2023 19TH ST,4274019016,Soft Story,2,2,0,5,
1905 PICO BLVD,4274019022,Soft Story,2,2,0,27,
1932 20TH ST (1932-1934 20TH ST),4274019038,Soft Story,2,2,0,3,
1948 20TH ST,4274019044,Soft Story,2,2,0,7,
1943 20TH ST,4274020003,Soft Story,2,2,0,12,
2023 VIRGINIA AVE,4274020005,Soft Story,2,2,0,5,
2027 VIRGINIA AVE,4274020006,Soft Story,2,2,0,6,
1909 22ND ST,4274022003,Soft Story,2,2,0,4,
1939 22ND ST,4274022010,Soft Story,2,2,0,6,
